tweet_id,text,retweet_count,created_at
1652946324772225024,"Champions League matchday ✨ 

COME ON YOU GUNNERS! ❤️ https://t.co/IrhEfKR9Ax",996,2023-05-01 08:01:28+00:00
1652758789546819588,"Juventus CFO Calvo: “It’s pretty obvious that Massimiliano Allegri will stay — he will be our coach, he’s signed four year deal and we’re not even at the half of that”. ⚪️⚫️ #Juventus

“Eleven trophies, also two Champions League finals speak for Allegri”, he told DAZN. https://t.co/2KwtNeM8tb",648,2023-04-30 19:36:16+00:00
1652601297907126272,"🏆 2007 T20 World Cup
🏆 2009 IPL with Deccan Chargers
🏆 2013 IPL with MI
🏆 2013 ICC Champions Trophy
🏆 2013 Champions League T20 with MI
🏆 2015 IPL with MI
🏆 2017 IPL with MI
🏆 2019 IPL with MI
🏆 2020 IPL with MI

Rohit Sharma, 36 today, has a massive trophy cabinet 🫡 https://t.co/E7nmNeimIA",543,2023-04-30 09:10:27+00:00
1653045630581764096,  More like having 4 League titles but claiming to have played CAFCL more than a 15 times League Champions... 😂😂,0,2023-05-01 14:36:05+00:00
1653045622323269632,"""The thing that I like the most is we [have qualified] for the Champions League and everybody is still unsatisfied with the situation.""

This 👆🏽quote by Arteta clearly highlights the huge mental shift at Arsenal.",0,2023-05-01 14:36:03+00:00
1653045479419019270, Bloody typical just as we win champions league and auto qualify,0,2023-05-01 14:35:29+00:00
1653045451485052933, 0 Champions league,0,2023-05-01 14:35:22+00:00
1653045367104045058,Team news and Match Preview: Arsenal v VFL Wolfsburg in Women’s Champions League semi-final #OneArsenal #GoonerFamily #ArsenalFC #AFC https://t.co/MvJeEsmJX9,0,2023-05-01 14:35:02+00:00
1653045262888075265, Being 4th in 2012 only not to qualify for the champions league cause Chelsea won it and being 3rd in a 2 horse race,0,2023-05-01 14:34:37+00:00
1653045151080620033, Patino is getting British media hype man viera played in champions league with Porto what has patino done can’t even win league 2,0,2023-05-01 14:34:10+00:00
1653044961162534913,  Really looking forward to following. A Champions League second leg semi in England should be shown on BBC or ITV. The majority of football fans will miss out so it doesn't grow interest in the game!,0,2023-05-01 14:33:25+00:00
1653044958419451904," I swear I think at this point all newton's laws are working on me kubanga banaye nga ngumye I sat through 8-2, barca taking champions league, 6-0, Chelsea taking europa, being in the 8th position and the list goes on",0,2023-05-01 14:33:24+00:00
1653044915729842178," Jogadores com mais Gols na história da Champions League 🏆

1️⃣4️⃣0️⃣🇵🇹 Cristiano Ronaldo 
1️⃣2️⃣9️⃣🇦🇷 Lionel Messi
9️⃣1️⃣🇵🇱 Robert Lewandowski 
9️⃣0️⃣🇨🇵 Benzema
7️⃣1️⃣🇪🇸 Raúl González",0,2023-05-01 14:33:14+00:00
1653044824327741441, Wait until the next season champions league… 5-5-0 (2.0) against Man City 🔥,0,2023-05-01 14:32:52+00:00
1653044818916802565,"It's Man City's to lose now! 🏆

The reigning Premier League champions take a giant step towards retaining their crown 👑

FT: Man City 4-1 Arsenal https://t.co/xIycfVgt1q",0,2023-05-01 14:32:51+00:00
1652601285881872385,"With The Emirates selling out for Arsenal's Champions League semi-final second leg v Wolfsburg, over 240,000 tickets have been purchased to watch Arsenal Women at the Emirates this season across three WSL matches and five Champions League games.",1,2023-04-30 09:10:25+00:00
1652601180902629378,"I can confirm that: Newcastle united qualified to UEFA champions league 2023-2024 season...
#NUFC #nufcfans #pl",0,2023-04-30 09:10:00+00:00
1652601165387800576,"𝗦𝗢𝗨𝗧𝗛𝗘𝗥𝗡 𝗥𝗢𝗨𝗧𝗘 𝟮 🚶
 
We have arrived at Walsall Wood!  The Midland Football League Champions have taken time out their celebrations to welcome us this morning!
 
Donate 👉 https://t.co/38zGkJFjhN
Track us 👉 https://t.co/atwhXyIsbE
 
#UnitedForNeve https://t.co/uQHYfF0hCP",3,2023-04-30 09:09:56+00:00
1652601132823334913,League Two? Champions mate 🏆 #LOFC https://t.co/my1ogZtJvG,0,2023-04-30 09:09:48+00:00
1652601127274270721,Saka is not getting a single minute off next season with Champions League smh https://t.co/pzOEgLijY8,0,2023-04-30 09:09:47+00:00
1652601075193589762,Arsenal Women sell out Emirates Stadium for the Champions League semi final. Time to dump Boreham Wood and make Ashburton Grove a permanent home.  #UTA #TheArsenal #AFC  https://t.co/wmKTblz6jj,0,2023-04-30 09:09:34+00:00
1652601045371985921, After a Draw in the First Leg urawa Red Diamonds have a great Chance of winning the afc Champions League in the second Leg,0,2023-04-30 09:09:27+00:00
1652601028695425024,"Clubs with the most semifinal appearance in the history of the CAF Champions League.

#TotalEnergiesCAFCL #CAFCL https://t.co/69BqKjmSWn",0,2023-04-30 09:09:23+00:00
1652600970658869250," Messi has 4 CL's already. There is also no guarantee for the Champions League, his legacy is completed by the international titles",0,2023-04-30 09:09:09+00:00
1652600956406702083,"'What's your favourite time of the football season, Sir Keir?'

'I like April best, as that's when the Premier League Champions are crowned!' https://t.co/LO0dNgVDKw https://t.co/y5nmTVxzcp",2,2023-04-30 09:09:06+00:00
1652600860877152258,"The so called SABC sports tv channels and radio's fail to broadcast Total ernegies champions league,but they broadcast Epl games at Sabc 3,what a shame,if is pirates and chiefs,they will do everything in their powers to broadcast it.",0,2023-04-30 09:08:43+00:00
1652600856758611970," Chelsea' fighting for Champions League spot.....

I mean, Championship league...",0,2023-04-30 09:08:42+00:00
1652600853302325248, Sundowns is going to play champions league Final,0,2023-04-30 09:08:41+00:00
1652600815826214912,"   Not to forget we once smashed them at Bernabeu and Etihad and eliminated they ass out of the Champions league they are not that difficult, we did Ajax did it, Chelsea did it and many more clubs before us",0,2023-04-30 09:08:32+00:00
1652600803612405762," If your team is successful, there’s going to be a lot of matches to go to. That’s sport. Paying €75 for a ticket is nothing compared to champions league matches in football. And Leinster are playing at home, so no travel costs either.",0,2023-04-30 09:08:30+00:00
1652600700252180480,  when will the champions league final be held at Wembley??,0,2023-04-30 09:08:05+00:00
